image_name,object_id,x_center,y_center,width,height,image_area,area,mass
20231106_115600,0,0.14453125,0.421875,0.5234375,0.79296875,38971,7363.28833957832,58
20231106_115657,18,0.212890625,0.58203125,0.38671875,0.814453125,10874,1862.36247388964,24
20231106_115657,0,0.427734375,0.46875,0.796875,0.859375,39977,6846.759666975,58
20231106_115802,0,0.19921875,0.140625,0.580078125,0.52734375,40227,6878.48220844981,58
20231106_115802,18,0.615234375,0.158203125,0.78515625,0.39453125,10922,1867.57110101894,24
20231106_115802,3,0.53515625,0.408203125,0.9140625,0.828125,39560,6764.43075959616,81
20231106_120208,11,0.25,0.0859375,0.693359375,0.40625,39757,7442.93037826588,65
20231106_120208,5,0.328125,0.451171875,0.669921875,0.68359375,23529,4404.87735166682,58
20231106_120208,18,0.705078125,0.22265625,0.943359375,0.5625,21646,4052.35986035021,70
20231106_120228,11,0.224609375,0.142578125,0.662109375,0.435546875,35128,6163.41027041179,65
20231106_120228,5,0.322265625,0.470703125,0.669921875,0.681640625,23733,4164.0917771488,58
20231106_120228,18,0.7109375,0.18359375,0.96484375,0.52734375,24635,4322.3528812228,70
20231106_120250,11,0.154296875,0.146484375,0.6796875,0.515625,53117,8398.26209343157,65
20231106_120250,5,0.283203125,0.564453125,0.6796875,0.818359375,31780,5024.69584745477,58
20231106_120250,18,0.720703125,0.248046875,1,0.638671875,29823,4715.27703771692,70
20231106_120302,11,0.103515625,0.154296875,0.55078125,0.4609375,39242,8486.64848723293,65
20231106_120302,18,0.568359375,0.26171875,0.830078125,0.634765625,25877,5596.27447388325,70
20231106_120302,5,0.1484375,0.501953125,0.51171875,0.74609375,24141,5220.83943556114,58
20231106_120600,18,0.228515625,0.15625,0.396484375,0.359375,9884,1960.29279125356,24
20231106_120600,0,0.166015625,0.451171875,0.515625,0.7421875,20090,3984.44781225051,31
20231106_120600,3,0.498046875,0.142578125,0.85546875,0.5234375,31478,6243.02878218125,49
20231106_120645,18,0.236328125,0.119140625,0.412109375,0.330078125,10840,1800.77349113591,24
20231106_120645,0,0.1640625,0.42578125,0.521484375,0.728515625,21593,3587.09427989831,31
20231106_120645,3,0.484375,0.12890625,0.853515625,0.46875,34145,5672.27037406232,49
20231106_120740,18,0.189453125,0.154296875,0.396484375,0.33984375,11075,1914.6989351702,24
20231106_120740,3,0.498046875,0.125,0.88671875,0.478515625,32674,5648.83729189626,49
20231106_120740,0,0.197265625,0.423828125,0.41015625,0.806640625,19803,3423.63729238604,31
20231106_120740,19,0.626953125,0.55859375,0.787109375,0.796875,7436,1285.5712218443,15
20231106_120823,18,0.19140625,0.158203125,0.40234375,0.345703125,11433,1861.42688397276,24
20231106_120823,0,0.19921875,0.427734375,0.4140625,0.814453125,20305,3305.89284344152,31
20231106_120823,19,0.591796875,0.2421875,0.712890625,0.5078125,7355,1197.48051531703,15
20231106_120906,18,0.216796875,0.203125,0.4296875,0.3828125,10776,1826.72177890458,24
20231106_120906,0,0.109375,0.55859375,0.484375,0.80078125,19745,3347.1252342679,31
20231106_121856,18,0.150390625,0.1328125,0.40234375,0.390625,18252,2373.9634983222,49
20231106_121856,5,0.484375,0.12890625,0.650390625,0.294921875,9807,1275.55665286247,27
20231106_121856,11,0.26171875,0.384765625,0.630859375,0.69921875,33837,4401.04114029851,50
20231106_122035,18,0.224609375,0.134765625,0.552734375,0.404296875,19007,4521.22334891847,49
20231106_122035,11,0.103515625,0.439453125,0.486328125,0.765625,31554,7505.79689334316,50
20231106_122035,5,0.54296875,0.3359375,0.771484375,0.54296875,11785,2803.31547151071,27
20231106_122044,5,0.26171875,0.44921875,0.525390625,0.689453125,15474,2058.53114456492,27
20231106_122044,18,0.53125,0.576171875,0.89453125,0.8828125,23440,3118.26095570646,49
20231106_122044,11,0.568359375,0.20703125,0.947265625,0.5390625,31892,4242.64412966682,50
20231107_115550,0,0.060546875,0.21484375,0.4609375,0.64453125,47767,7552.38031923764,62
20231107_115550,3,0.509765625,0.0703125,0.849609375,0.5,36776,5814.60712668335,67
20231107_115550,16,0.43359375,0.533203125,0.72265625,0.865234375,25058,3961.88887808438,47
20231107_115704,0,0.064453125,0.2421875,0.455078125,0.66796875,46379,7704.61934920592,62
20231107_115704,3,0.486328125,0.078125,0.828125,0.498046875,35692,5929.2626794855,67
20231107_115811,7,0.12890625,0.1484375,0.3125,0.29296875,5334,874.066707162934,46
20231107_115811,7,0.08203125,0.21875,0.396484375,0.486328125,14297,2342.80684520219,46
20231107_115811,0,0.2265625,0.5,0.6484375,0.89453125,45256,7415.96604787509,62
20231107_115906,0,0.369140625,0.076171875,0.779296875,0.47265625,45717,6821.94725608876,62
20231107_115906,16,0.0703125,0.4453125,0.408203125,0.71484375,21695,3237.35471970702,47
20231107_115906,7,0.6015625,0.498046875,0.921875,0.841796875,26130,3899.15090232516,46
20231107_120029,0,0.0859375,0.265625,0.52734375,0.615234375,42711,6732.93209229307,62
20231107_120029,7,0.4296875,0.12890625,0.775390625,0.412109375,24087,3797.05779089844,46
20231107_120029,16,0.5390625,0.51171875,0.802734375,0.732421875,15157,2389.33885235387,47
20231107_120029,16,0.6015625,0.642578125,0.7734375,0.80078125,6286,990.92063244022,47
20231107_121538,16,0.640625,0.3046875,0.857421875,0.564453125,12482,2151.64212852475,27
20231107_121538,7,0.31640625,0.17578125,0.580078125,0.390625,16461,2837.54054459589,27
20231107_121538,0,0.412109375,0.5625,0.732421875,0.80859375,20827,3590.14986466791,36
20231107_121705,3,0.212890625,0.03125,0.6015625,0.39453125,27037,4528.30651646471,41
20231107_121705,7,0.603515625,0.26171875,0.84375,0.53125,15521,2599.54304997036,27
20231107_121705,0,0.224609375,0.4296875,0.470703125,0.77734375,22600,3785.17318016431,36
20231107_121705,16,0.5,0.595703125,0.78125,0.845703125,13413,2246.48353387362,27
20231107_121846,3,0.455078125,0.060546875,0.80078125,0.455078125,27324,4458.23857580522,41
20231107_121846,0,0.12109375,0.3515625,0.423828125,0.60546875,23881,3896.4717987412,36
20231107_122036,16,0.501953125,0.21875,0.583984375,0.30859375,1936,345.8542566528,27
20231107_122036,16,0.5625,0.21875,0.76953125,0.44140625,11093,1981.69487037682,27
20231107_122036,0,0.193359375,0.3515625,0.458984375,0.638671875,20346,3634.68528195138,36
20231107_122154,0,0.18359375,0.265625,0.4140625,0.583984375,20429,3475.28092858424,36
20231107_122154,16,0.55859375,0.150390625,0.7890625,0.408203125,14816,2520.42499573665,27
20231107_122154,7,0.533203125,0.521484375,0.78515625,0.79296875,14899,2534.54454721115,27
20231108_123952,7,0.123046875,0.357421875,0.3515625,0.61328125,16962,2938.21219763201,39
20231108_123952,3,0.224609375,0.0859375,0.60546875,0.41796875,35294,6113.74020181726,85
20231108_123952,18,0.115234375,0.619140625,0.3671875,0.806640625,11627,2014.06633780612,25
20231108_123952,0,0.361328125,0.533203125,0.689453125,0.904296875,38063,6593.39528820112,54
20231108_124237,18,0.244140625,0.087890625,0.44140625,0.3515625,12303,2071.68456596653,25
20231108_124237,7,0.5234375,0.158203125,0.818359375,0.388671875,21453,3612.43997347639,39
20231108_124237,0,0.068359375,0.396484375,0.46484375,0.74609375,41705,7022.64527543154,54
20231108_124237,3,0.455078125,0.470703125,0.884765625,0.84375,43989,7407.24476731706,85
20231108_124406,18,0.251953125,0.10546875,0.453125,0.375,12631,2076.21244596479,25
20231108_124406,0,0.083984375,0.416015625,0.48046875,0.767578125,42110,6921.80398223238,54
20231108_124406,3,0.474609375,0.4765625,0.904296875,0.857421875,45456,7471.80056557481,85
20231108_124612,0,0.08203125,0.40234375,0.46875,0.74609375,40618,7070.58378957155,54
20231108_124612,7,0.51953125,0.462890625,0.83203125,0.748046875,23799,4142.81411216735,39
20231108_124703,18,0.224609375,0.126953125,0.421875,0.38671875,12089,2081.19409746522,25
20231108_124703,0,0.095703125,0.462890625,0.4765625,0.8046875,39971,6881.24818180018,54
20231108_124703,7,0.51953125,0.484375,0.853515625,0.78515625,25236,4344.5292616124,39
20231109_122432,19,0.3046875,0.142578125,0.6171875,0.31640625,13698,2448.7096338517,33
20231109_122432,7,0.5625,0.23046875,0.849609375,0.556640625,25329,4527.91402510071,50
20231109_122432,0,0.12109375,0.333984375,0.49609375,0.552734375,25620,4579.93435678788,35
20231109_122432,3,0.537109375,0.578125,0.826171875,0.927734375,24779,4429.5938105717,58
20231109_122527,7,0.4453125,0.107421875,0.80078125,0.412109375,26046,3995.54488909638,50
20231109_122527,0,0.095703125,0.279296875,0.421875,0.611328125,26661,4089.8879785072,35
20231109_122527,3,0.599609375,0.5,0.92578125,0.7890625,26503,4065.65024171547,58
20231109_122632,0,0.087890625,0.31640625,0.4140625,0.654296875,27756,4842.74391131235,35
20231109_122632,3,0.53125,0.162109375,0.8359375,0.458984375,24445,4265.05530018844,58
20231109_122714,0,0.1015625,0.29296875,0.435546875,0.62890625,28467,4415.41348343154,35
20231109_122714,3,0.556640625,0.15234375,0.857421875,0.4453125,23859,3700.6832578492,58
20231109_122714,19,0.404296875,0.609375,0.701171875,0.869140625,14197,2202.04535863553,33
20231109_122714,19,0.380859375,0.548828125,0.568359375,0.759765625,7032,1090.70810466472,33
20231109_122849,0,0.072265625,0.2265625,0.484375,0.505859375,29929,4754.69143729797,35
20231109_122849,3,0.53125,0.1484375,0.841796875,0.4453125,26142,4153.06704379845,58
20231109_122849,7,0.169921875,0.509765625,0.54296875,0.875,26358,4187.38203429116,50
20231109_122849,19,0.529296875,0.642578125,0.79296875,0.90234375,14524,2307.3653792414,33
20231109_122849,19,0.498046875,0.603515625,0.671875,0.828125,7271,1155.11248089123,33
20231109_124709,0,0.1796875,0.287109375,0.36328125,0.6640625,17444,2902.39054845448,19
20231109_124709,3,0.484375,0.080078125,0.76953125,0.39453125,20185,3358.44721512002,25
20231109_124709,7,0.376953125,0.609375,0.623046875,0.8515625,16833,2800.73034293363,29
20231109_124709,19,0.68359375,0.4453125,0.85546875,0.7578125,11752,1955.3367189542,14
20231109_124811,0,0.1953125,0.259765625,0.3671875,0.6328125,17204,2449.47847736354,19
20231109_124811,3,0.5,0.078125,0.7734375,0.373046875,17945,2554.9808925999,25
20231109_124811,19,0.69140625,0.421875,0.85546875,0.720703125,10861,1546.37210780315,14
20231109_124811,7,0.400390625,0.615234375,0.6484375,0.8671875,17122,2437.80344625776,29
20231109_124913,3,0.48046875,0.126953125,0.736328125,0.39453125,17889,3179.70931223015,25
20231109_124913,0,0.17578125,0.294921875,0.365234375,0.662109375,16823,2990.23141369824,19
20231109_124913,19,0.552734375,0.41796875,0.826171875,0.60546875,10081,1791.86369146359,14
20231109_125050,0,0.171875,0.283203125,0.349609375,0.662109375,17412,2648.86490173284,19
20231109_125050,3,0.423828125,0.109375,0.69140625,0.359375,16926,2574.93035416552,25
20231109_125050,7,0.654296875,0.369140625,0.876953125,0.626953125,14731,2241.007860523,29
20231109_125144,3,0.435546875,0.119140625,0.703125,0.37109375,17036,2696.75287521405,25
20231109_125144,19,0.234375,0.263671875,0.3984375,0.59765625,12536,1984.41500608613,14
20231109_125144,19,0.728515625,0.43359375,0.73046875,0.435546875,3,0.474891912751945,14
20231109_125144,7,0.669921875,0.375,0.888671875,0.630859375,14799,2342.64180560535,29
20231110_133703,16,0.294921875,0.099609375,0.630859375,0.376953125,24705,3888.7058581892,76
20231110_133703,12,0.154296875,0.3359375,0.375,0.666015625,14189,2233.42835142062,36
20231110_133703,20,0.31640625,0.5,0.73046875,0.88671875,37506,5903.65520814588,64
20231110_133955,3,0.13671875,0.072265625,0.498046875,0.427734375,36491,5691.57929531214,58
20231110_133955,16,0.55078125,0.099609375,0.82421875,0.431640625,26185,4084.13043895066,76
20231110_133955,20,0.44140625,0.568359375,0.4765625,0.623046875,521,81.2614840058542,64
20231110_133955,20,0.4296875,0.521484375,0.8359375,0.892578125,38598,6020.21259051432,64
20231110_134408,12,0.318359375,0.171875,0.490234375,0.3046875,6466,1087.07661133023,36
20231110_134408,12,0.380859375,0.271484375,0.548828125,0.42578125,7307,1228.46718202753,36
20231110_134408,20,0.427734375,0.521484375,0.828125,0.90234375,39895,6707.2257050757,64
20231110_134503,12,0.2421875,0.150390625,0.458984375,0.416015625,13166,2096.64466113995,36
20231110_134503,3,0.451171875,0.037109375,0.77734375,0.41015625,32796,5222.66127196914,58
20231110_134503,20,0.4375,0.509765625,0.830078125,0.884765625,38593,6145.81554058742,64
20231113_124025,7,0.65625,0.173828125,0.873046875,0.408203125,10564,1772.67244941097,21
20231113_124025,0,0.263671875,0.53515625,0.634765625,0.861328125,35211,5908.51662402591,55
20231113_124025,19,0.67578125,0.46875,0.953125,0.783203125,22736,3815.17235988336,42
20231113_124025,3,0.197265625,0.0234375,0.625,0.326171875,32812,5505.95687335032,61
20231113_124244,3,0.3515625,0.103515625,0.68359375,0.412109375,28156,5628.32883490442,61
20231113_124244,0,0.2578125,0.578125,0.626953125,0.916015625,35123,7021.01838572056,55
20231113_124345,0,0.142578125,0.158203125,0.501953125,0.529296875,36008,6088.43857888788,55
20231113_124345,7,0.42578125,0.109375,0.78515625,0.310546875,13404,2266.42498087684,21
20231113_124345,3,0.572265625,0.4609375,0.90625,0.775390625,28691,4851.23837110843,61
20231113_124441,0,0.125,0.201171875,0.501953125,0.56640625,33472,6209.38532210406,55
20231113_124441,7,0.408203125,0.134765625,0.70703125,0.31640625,13059,2422.57298402716,21
20231113_124441,19,0.52734375,0.328125,0.8203125,0.583984375,20483,3799.79802678829,42
20231113_124441,3,0.521484375,0.630859375,0.888671875,0.9609375,31858,5909.97244238741,61
20231113_124622,0,0.134765625,0.14453125,0.515625,0.517578125,35032,5783.42981313876,55
20231113_124622,7,0.45703125,0.080078125,0.7265625,0.30859375,12651,2088.55248247369,21
20231113_124622,19,0.5625,0.509765625,0.857421875,0.58984375,6797,1122.11613495958,42
20231113_124622,19,0.595703125,0.310546875,0.873046875,0.51171875,14356,2370.03078321021,42
20231113_124622,3,0.5078125,0.6015625,0.876953125,0.931640625,32211,5317.71117010198,61
20231113_131623,17,0.10546875,0.17578125,0.431640625,0.521484375,27165,15343.2878611442,76
20231113_135217,17,0.1328125,0.32421875,0.283203125,0.501953125,6271,1160.08946086474,76
20231113_135217,17,0.09375,0.361328125,0.400390625,0.61328125,13501,2497.58695760403,76
20231114_122619,2,0.658203125,0.427734375,0.80078125,0.724609375,11638,3054.35172818526,23
20231114_122619,12,0.41796875,0.1328125,0.7265625,0.421875,24802,6509.19673160774,54
20231114_122627,2,0.177734375,0.54296875,0.4296875,0.76171875,11628,212.847586779321,23
20231114_122627,12,0.4921875,0.47265625,0.861328125,0.755859375,29072,532.155576440354,54
20231114_122632,2,0.154296875,0.255859375,0.328125,0.521484375,10331,2809.95345082782,23
20231114_122632,12,0.1796875,0.548828125,0.501953125,0.890625,30882,8399.66919644418,54
20231114_123331,16,0.322265625,0.0703125,0.640625,0.31640625,22206,3585.70951724116,47
20231114_123331,3,0.33984375,0.51953125,0.71875,0.888671875,42141,6804.70975259208,88
20231114_123331,7,0.630859375,0.2421875,0.9140625,0.525390625,21838,3526.28678904406,38
20231114_123547,16,0.326171875,0.107421875,0.640625,0.345703125,20171,3863.40983233391,47
20231114_123547,7,0.671875,0.267578125,0.927734375,0.6328125,23151,4434.17783096338,38
20231114_123547,3,0.349609375,0.5703125,0.736328125,0.9296875,42684,8175.38968238265,88
20231114_124050,7,0.080078125,0.330078125,0.4140625,0.623046875,26648,4116.4388171526,38
20231114_124050,16,0.376953125,0.095703125,0.658203125,0.33203125,18418,2845.11295910825,47
20231114_124050,3,0.341796875,0.5546875,0.732421875,0.955078125,41802,6457.34672150304,88
20231114_124330,16,0.36328125,0.123046875,0.720703125,0.37109375,24202,4098.73923220684,47
20231114_124330,7,0.09375,0.306640625,0.404296875,0.728515625,27875,4720.78159233806,38
20231114_124330,3,0.47265625,0.48046875,0.8828125,0.845703125,40397,6841.44982908271,88
20231114_124425,16,0.498046875,0.0703125,0.798828125,0.35546875,20631,3393.30838541501,47
20231114_124425,3,0.44921875,0.44921875,0.87890625,0.83203125,36872,6064.56627342457,88
20231114_124425,7,0.115234375,0.416015625,0.462890625,0.69921875,16820,2766.48960509333,38
20231114_124425,7,0.15234375,0.61328125,0.40625,0.763671875,7616,1252.65070347151,38
20231114_124913,12,0.29296875,0.20703125,0.53125,0.396484375,9846,2526.5966622351,24
20231114_124913,2,0.59765625,0.3046875,0.845703125,0.509765625,10701,2745.99948025369,23
20231114_124913,5,0.13671875,0.423828125,0.439453125,0.7734375,22386,5744.50465984105,58
20231114_125141,2,0.185546875,0.2578125,0.287109375,0.533203125,8928,9312.64347092573,23
20231114_125141,12,0.330078125,0.533203125,0.564453125,0.689453125,10714,11175.5893982413,24
20231114_125141,5,0.578125,0.2421875,0.763671875,0.552734375,17753,18517.8494107689,58
20231114_125357,5,0.111328125,0.4140625,0.345703125,0.783203125,22814,5553.69913848262,58
20231114_125357,12,0.27734375,0.25390625,0.576171875,0.384765625,11307,2752.50618737718,24
20231114_125357,2,0.560546875,0.37890625,0.74609375,0.638671875,10590,2577.96413941137,23
20231114_125917,16,0.396484375,0.09375,0.63671875,0.302734375,12905,2121.90795598742,19
20231114_125917,7,0.283203125,0.6484375,0.53515625,0.90234375,16065,2641.49177163409,26
20231114_125917,3,0.591796875,0.41796875,0.9140625,0.869140625,30889,5078.93179794619,54
20231114_130059,7,0.435546875,0.59375,0.55859375,0.953125,9283,1710.73078026842,26
20231114_130059,7,0.35546875,0.61328125,0.4453125,0.85546875,7636,1407.21105656896,26
20231114_130059,3,0.6171875,0.423828125,0.947265625,0.796875,28185,5194.11257587691,54
20231114_130215,16,0.171875,0.3046875,0.322265625,0.548828125,10255,1629.65534868997,19
20231114_130215,7,0.361328125,0.564453125,0.587890625,0.916015625,16990,2699.93606769797,26
20231114_130215,3,0.626953125,0.3671875,0.931640625,0.724609375,28153,4473.88464472636,54
20231114_130336,16,0.10546875,0.353515625,0.34765625,0.599609375,13804,2452.79320727441,19
20231114_130336,3,0.583984375,0.34375,0.880859375,0.81640625,31366,5573.33466671756,54
20231114_130527,16,0.09765625,0.322265625,0.341796875,0.568359375,13947,2258.27050106595,19
20231114_130527,7,0.626953125,0.3515625,0.880859375,0.73046875,20260,3280.45890525533,26
20231116_174857,12,0.2578125,0.125,0.5078125,0.37109375,15313,3013.38702870536,59
20231116_174857,2,0.2421875,0.47265625,0.373046875,0.703125,7682,1511.71156236626,53
20231116_174857,2,0.349609375,0.4375,0.5078125,0.67578125,9130,1796.6579750591,53
20231116_174857,11,0.537109375,0.146484375,0.830078125,0.607421875,33898,6670.65849272215,92
20231116_175059,2,0.263671875,0.181640625,0.513671875,0.37890625,15379,3267.37075946587,53
20231116_175059,12,0.595703125,0.203125,0.90625,0.4765625,20025,4254.44433697276,59
20231116_175059,11,0.20703125,0.484375,0.744140625,0.771484375,41572,8832.24768922005,92
20231116_175235,11,0.12109375,0.177734375,0.427734375,0.66015625,37093,11095.0733941597,92
20231116_175235,12,0.408203125,0.541015625,0.716796875,0.880859375,24716,7392.92680586771,59
20231116_175908,0,0.146484375,0.16796875,0.494140625,0.4921875,26343,4758.85226989595,57
20231116_175908,3,0.453125,0.48046875,0.857421875,0.87109375,35956,6495.43682254788,74
20231116_180121,0,0.14453125,0.171875,0.533203125,0.5078125,28531,5131.41592815969,57
20231116_180121,3,0.458984375,0.494140625,0.876953125,0.8984375,38680,6956.75469143096,74
20231116_180245,0,0.107421875,0.111328125,0.443359375,0.529296875,31745,4862.76576318729,57
20231116_180245,18,0.595703125,0.126953125,0.767578125,0.37109375,13224,2025.68008985317,37
20231116_180245,3,0.443359375,0.439453125,0.87109375,0.927734375,46818,7171.679555864,74
20231116_180415,18,0.310546875,0.599609375,0.517578125,0.81640625,12558,2074.4892258553,37
20231116_180415,0,0.572265625,0.4296875,0.84375,0.865234375,30314,5007.64981625876,57
20231116_180510,0,0.1640625,0.076171875,0.44140625,0.515625,31681,4693.18266435991,57
20231116_180510,18,0.49609375,0.134765625,0.705078125,0.35546875,12646,1873.36220363926,37
20231116_180510,9,0.48046875,0.4453125,0.86328125,0.822265625,28541,4228.02709584597,40
20231116_180554,0,0.162109375,0.107421875,0.435546875,0.548828125,31056,4993.49968050591,57
20231116_181940,11,0.203125,0.123046875,0.599609375,0.64453125,46908,8689.75051112551,93
20231116_181940,12,0.3359375,0.681640625,0.62109375,0.841796875,11105,2057.21155082393,29
20231116_181940,2,0.658203125,0.404296875,0.822265625,0.66015625,11306,2094.44698726838,33
20231116_182008,2,0.251953125,0.51953125,0.486328125,0.734375,13453,2301.83369923224,33
20231116_182008,12,0.326171875,0.197265625,0.59765625,0.359375,12094,2069.30623344345,29
20231116_182008,11,0.603515625,0.27734375,0.87109375,0.83984375,40140,6868.02978422525,93
20231116_182757,3,0.59375,0.201171875,0.888671875,0.4453125,16134,2619.57524236697,23
20231116_182757,0,0.23046875,0.37890625,0.4921875,0.68359375,20765,3371.4813380284,33
20231116_182837,3,0.599609375,0.23828125,0.916015625,0.494140625,18387,2818.18546089575,23
20231116_182837,0,0.234375,0.45703125,0.5,0.7578125,21952,3364.59494412267,33
20231116_182924,0,0.228515625,0.416015625,0.490234375,0.716796875,21076,3329.32548159265,33
20231116_182924,3,0.486328125,0.154296875,0.74609375,0.43359375,16599,2622.10446332114,23
20231116_183045,3,0.439453125,0.130859375,0.720703125,0.41015625,18715,2900.27413908835,23
20231116_183045,0,0.232421875,0.4296875,0.5,0.732421875,21997,3408.88753606873,33
20231116_183045,18,0.625,0.494140625,0.771484375,0.724609375,9319,1444.17070276058,22
20231116_183142,0,0.171875,0.353515625,0.423828125,0.69921875,23370,3672.03741732243,33
20231116_183142,18,0.658203125,0.44140625,0.8046875,0.673828125,9186,1443.36053553803,22
20231116_183252,0,0.197265625,0.361328125,0.4453125,0.705078125,22831,3633.58621604447,33
20231116_183412,18,0.4375,0.294921875,0.6015625,0.51171875,9752,1395.20914935853,22
20231116_183412,3,0.603515625,0.22265625,0.85546875,0.482421875,16435,2351.3394554663,23
20231116_183412,0,0.14453125,0.283203125,0.421875,0.712890625,23291,3332.22070321057,33
20231117_120854,12,0.201171875,0.498046875,0.498046875,0.869140625,27722,5258.45592380706,77
20231117_120854,14,0.6328125,0.447265625,0.8671875,0.78515625,18404,3490.96828590091,44
20231117_120854,11,0.24609375,0.095703125,0.744140625,0.416015625,46099,8744.30270657173,88
20231117_120908,12,0.2890625,0.548828125,0.701171875,0.845703125,26913,6820.47562842219,77
20231117_120908,11,0.08203125,0.130859375,0.48828125,0.5703125,49395,12518.0170796981,88
20231117_120908,14,0.60546875,0.220703125,0.818359375,0.572265625,18336,4646.83391382415,44
20231117_120937,14,0.35546875,0.158203125,0.71875,0.33984375,21552,3828.23192474348,44
20231117_120937,12,0.5703125,0.4375,0.892578125,0.791015625,27468,4879.07732502106,77
20231117_120937,11,0.1015625,0.369140625,0.466796875,0.875,51930,9224.20582089499,88
20231117_121009,11,0.142578125,0.046875,0.599609375,0.384765625,43530,10759.472191629,88
20231117_121009,14,0.638671875,0.26171875,0.791015625,0.59375,17188,4248.42196254811,44
20231117_121009,12,0.228515625,0.4765625,0.5703125,0.7734375,23947,5919.06916087616,77
20231117_121229,12,0.244140625,0.08203125,0.623046875,0.375,26870,5242.94983011057,77
20231117_121229,14,0.658203125,0.3359375,0.8359375,0.693359375,20754,4049.5787411282,44
20231117_121229,11,0.154296875,0.498046875,0.6015625,0.912109375,50684,9889.6043613444,88
20231117_122121,7,0.021484375,0.25390625,0.37109375,0.56640625,29201,4752.80881547927,40
20231117_122121,3,0.388671875,0.025390625,0.744140625,0.380859375,32156,5233.77008563239,65
