image_name,food_ID,image_area,volume,mass
20231106_120906_jpg.rf.46b76e8d2dae80a49f6cf8724afdf451,18,10776,85977.26643362289,
20231106_120906_jpg.rf.46b76e8d2dae80a49f6cf8724afdf451,0,19745,98900.98186518012,
20231106_121856_jpg.rf.7d8451f78528eed14aeda5cf1a720278,18,18252,92671.20847832013,
20231106_121856_jpg.rf.7d8451f78528eed14aeda5cf1a720278,5,9807,47687.72095471155,
20231106_121856_jpg.rf.7d8451f78528eed14aeda5cf1a720278,11,33837,174088.07148311278,
20231106_122035_jpg.rf.525157ed3962e64cc2e338382a1fd04c,18,19007,177524.962401606,
20231106_122035_jpg.rf.525157ed3962e64cc2e338382a1fd04c,11,31554,270739.43891519523,
20231106_122035_jpg.rf.525157ed3962e64cc2e338382a1fd04c,5,11785,85648.98874403632,
20231106_122044_jpg.rf.e7e3bd6102d96ebdc6db11de0c45005a,5,15474,86042.4678855099,
20231106_122044_jpg.rf.e7e3bd6102d96ebdc6db11de0c45005a,18,23440,130959.04475883218,
20231106_122044_jpg.rf.e7e3bd6102d96ebdc6db11de0c45005a,11,31892,165388.8062734573,
20231107_115550_jpg.rf.965aa436ff946533b178ae685269dd54,0,47767,256306.031481367,
20231107_115550_jpg.rf.965aa436ff946533b178ae685269dd54,3,36776,241452.4463444859,
20231107_115550_jpg.rf.965aa436ff946533b178ae685269dd54,16,25058,130425.38423816908,
20231107_115704_jpg.rf.1931cb5b2f7d1cfe10222d9207f3b7da,0,46379,303698.4973346352,
20231107_115704_jpg.rf.1931cb5b2f7d1cfe10222d9207f3b7da,3,35692,251819.6915498502,
20231107_115811_jpg.rf.5b3673341d4b4080f60828046cf7c9d5,7,5334,30766.015873414824,
20231107_115811_jpg.rf.5b3673341d4b4080f60828046cf7c9d5,7,14297,63832.08466124524,
20231107_115811_jpg.rf.5b3673341d4b4080f60828046cf7c9d5,0,45256,184378.23915263958,
20231107_115906_jpg.rf.072dee2de2a5d90f7d616bd2ce1c8429,0,45717,193498.45986853755,
20231107_115906_jpg.rf.072dee2de2a5d90f7d616bd2ce1c8429,16,21695,112270.59806153474,
20231107_115906_jpg.rf.072dee2de2a5d90f7d616bd2ce1c8429,7,26130,120477.45828461731,
20231107_120029_jpg.rf.3e245bf653a60ef85da078d4aaa109e3,0,42711,194468.4696900784,
20231107_120029_jpg.rf.3e245bf653a60ef85da078d4aaa109e3,7,24087,114295.6839441639,
20231107_120029_jpg.rf.3e245bf653a60ef85da078d4aaa109e3,16,15157,65478.14293186727,
20231107_120029_jpg.rf.3e245bf653a60ef85da078d4aaa109e3,16,6286,31772.10708068736,
20231107_121538_jpg.rf.b3e149d1d8a109f625c1188c99a63021,16,12482,76440.49326762538,
20231107_121538_jpg.rf.b3e149d1d8a109f625c1188c99a63021,7,16461,82230.077504059,
20231107_121538_jpg.rf.b3e149d1d8a109f625c1188c99a63021,0,20827,106861.71054333627,
20231107_121705_jpg.rf.791c3b8aac9bf8c0d159b567602a1be2,3,27037,166414.76202346114,
20231107_121705_jpg.rf.791c3b8aac9bf8c0d159b567602a1be2,7,15521,61739.901121721385,
20231107_121705_jpg.rf.791c3b8aac9bf8c0d159b567602a1be2,0,22600,116551.97228189316,
20231107_121705_jpg.rf.791c3b8aac9bf8c0d159b567602a1be2,16,13413,64114.908871043175,
20231107_121846_jpg.rf.62c73ba2cd1eae50d4a8d298f07a2203,3,27324,151468.5291624299,
20231107_121846_jpg.rf.62c73ba2cd1eae50d4a8d298f07a2203,0,23881,138762.5023123091,
20231107_122036_jpg.rf.59aa7fe7ad8ae6702c131a001cb88b9f,16,1936,9948.143726819393,
20231107_122036_jpg.rf.59aa7fe7ad8ae6702c131a001cb88b9f,16,11093,79377.35924626238,
20231107_122036_jpg.rf.59aa7fe7ad8ae6702c131a001cb88b9f,0,20346,139132.25698195893,
20231107_122154_jpg.rf.e4e57b30632f354691e1fd05f43e8349,0,20429,104120.61337995762,
20231107_122154_jpg.rf.e4e57b30632f354691e1fd05f43e8349,16,14816,66256.56943246379,
20231107_122154_jpg.rf.e4e57b30632f354691e1fd05f43e8349,7,14899,75585.05832705797,
20231108_123952_jpg.rf.cdc86ad0ffe95b14063d7f7d6611e90d,7,16962,116294.60810796918,
20231108_123952_jpg.rf.cdc86ad0ffe95b14063d7f7d6611e90d,3,35294,276678.0325757043,
20231108_123952_jpg.rf.cdc86ad0ffe95b14063d7f7d6611e90d,18,11627,98257.79482609665,
20231108_123952_jpg.rf.cdc86ad0ffe95b14063d7f7d6611e90d,0,38063,193971.33035460048,
20231108_124237_jpg.rf.532be7920832cb6f7cd8a71434bcd0a0,18,12303,90553.43677930995,
20231108_124237_jpg.rf.532be7920832cb6f7cd8a71434bcd0a0,7,21453,116724.9986015541,
20231108_124237_jpg.rf.532be7920832cb6f7cd8a71434bcd0a0,0,41705,226947.25163485555,
20231108_124237_jpg.rf.532be7920832cb6f7cd8a71434bcd0a0,3,43989,312046.98258300143,
20231108_124406_jpg.rf.10b5fb09d35ab8e6e62d30a087ca9525,18,12631,85463.23926345457,
20231108_124406_jpg.rf.10b5fb09d35ab8e6e62d30a087ca9525,0,42110,207679.96733389623,
20231108_124406_jpg.rf.10b5fb09d35ab8e6e62d30a087ca9525,3,45456,326974.9618360956,
20231108_124612_jpg.rf.f316eb3c63253489befb3cfb9d14e4b7,0,40618,228928.34103887356,
20231108_124612_jpg.rf.f316eb3c63253489befb3cfb9d14e4b7,7,23799,128202.31064477109,
20231108_124703_jpg.rf.9d195764432c03bdfaaf4a9274d8257d,18,12089,78649.70262174202,
20231108_124703_jpg.rf.9d195764432c03bdfaaf4a9274d8257d,0,39971,195874.38260056652,
20231108_124703_jpg.rf.9d195764432c03bdfaaf4a9274d8257d,7,25236,122994.18763759498,
20231109_122432_jpg.rf.2ce196c9b2f73ded0fe3a8b9407c0c3d,19,13698,104047.31116157069,
20231109_122432_jpg.rf.2ce196c9b2f73ded0fe3a8b9407c0c3d,7,25329,145209.48236595344,
20231109_122432_jpg.rf.2ce196c9b2f73ded0fe3a8b9407c0c3d,0,25620,151720.58215461427,
20231109_122432_jpg.rf.2ce196c9b2f73ded0fe3a8b9407c0c3d,3,24779,183067.55807008207,
20231109_122527_jpg.rf.59635d008209b0cb203b35eb1ba29dac,7,26046,182991.55707819306,
20231109_122527_jpg.rf.59635d008209b0cb203b35eb1ba29dac,0,26661,186768.17614375218,
20231109_122527_jpg.rf.59635d008209b0cb203b35eb1ba29dac,3,26503,215674.24677478903,
20231109_122632_jpg.rf.697e29f1ee0f056959bcc7490f9ead36,0,27756,214108.9166297134,
20231109_122632_jpg.rf.697e29f1ee0f056959bcc7490f9ead36,3,24445,208918.35567029612,
20231109_122714_jpg.rf.3876837f2269728bde169dda7de9bbfe,0,28467,219929.3577469163,
20231109_122714_jpg.rf.3876837f2269728bde169dda7de9bbfe,3,23859,214376.43280691694,
20231109_122714_jpg.rf.3876837f2269728bde169dda7de9bbfe,19,14197,101539.91073036578,
20231109_122714_jpg.rf.3876837f2269728bde169dda7de9bbfe,19,7032,40357.397100009744,
20231109_122849_jpg.rf.424ae3a0da7a428ea6b0abf898594fbe,0,29929,211328.9880986362,
20231109_122849_jpg.rf.424ae3a0da7a428ea6b0abf898594fbe,3,26142,223686.11801988538,
20231109_122849_jpg.rf.424ae3a0da7a428ea6b0abf898594fbe,7,26358,217769.78074991834,
20231109_122849_jpg.rf.424ae3a0da7a428ea6b0abf898594fbe,19,14524,115329.71424329573,
20231109_122849_jpg.rf.424ae3a0da7a428ea6b0abf898594fbe,19,7271,38580.772748336676,
20231109_124709_jpg.rf.b66924acc169de99dc79d556cb306b76,0,17444,116070.3940680284,
20231109_124709_jpg.rf.b66924acc169de99dc79d556cb306b76,3,20185,143220.71943507204,
20231109_124709_jpg.rf.b66924acc169de99dc79d556cb306b76,7,16833,106177.41893496571,
20231109_124709_jpg.rf.b66924acc169de99dc79d556cb306b76,19,11752,94572.1515104686,
20231109_124811_jpg.rf.6c2d17992b38897f5b936818fbcb611a,0,17204,77354.35127426717,
20231109_124811_jpg.rf.6c2d17992b38897f5b936818fbcb611a,3,17945,94288.4054808344,
20231109_124811_jpg.rf.6c2d17992b38897f5b936818fbcb611a,19,10861,64641.93314390851,
20231109_124811_jpg.rf.6c2d17992b38897f5b936818fbcb611a,7,17122,80814.47632767992,
20231109_124913_jpg.rf.3a3eae1d24b7ccdd712da25719381c19,3,17889,94527.30858555339,
20231109_124913_jpg.rf.3a3eae1d24b7ccdd712da25719381c19,0,16823,78051.20770529055,
20231109_124913_jpg.rf.3a3eae1d24b7ccdd712da25719381c19,19,10081,65887.00101588888,
20231109_125050_jpg.rf.5b12e6115f9282ceb3d0025bd5115803,0,17412,69986.21833739379,
20231109_125050_jpg.rf.5b12e6115f9282ceb3d0025bd5115803,3,16926,84124.7743530933,
20231109_125050_jpg.rf.5b12e6115f9282ceb3d0025bd5115803,7,14731,75533.23953780746,
20231109_125144_jpg.rf.35fa5ce6de9cce577e049f1a57713b75,3,17036,80212.06373453556,
20231109_125144_jpg.rf.35fa5ce6de9cce577e049f1a57713b75,19,12536,73193.46301829803,
20231109_125144_jpg.rf.35fa5ce6de9cce577e049f1a57713b75,19,3,13.97060182233228,
20231109_125144_jpg.rf.35fa5ce6de9cce577e049f1a57713b75,7,14799,70710.07017526007,
20231110_133703_jpg.rf.de3dd21b17b3c616195b781fd2346287,16,24705,164868.8113974059,
20231110_133703_jpg.rf.de3dd21b17b3c616195b781fd2346287,12,14189,98147.97269988652,
20231110_133703_jpg.rf.de3dd21b17b3c616195b781fd2346287,20,37506,212205.67915569321,
20231110_133955_jpg.rf.ea2aa3c7fa3d5db61d4e9f562d645f4f,3,36491,251834.91493808303,
20231110_133955_jpg.rf.ea2aa3c7fa3d5db61d4e9f562d645f4f,16,26185,181584.08906378024,
20231110_133955_jpg.rf.ea2aa3c7fa3d5db61d4e9f562d645f4f,20,521,1214.6837476953456,
20231110_133955_jpg.rf.ea2aa3c7fa3d5db61d4e9f562d645f4f,20,38598,216233.67000029658,
20231110_134408_jpg.rf.6bace600d33f70ea4133c89577a0c9e1,12,6466,51820.98388245023,
20231110_134408_jpg.rf.6bace600d33f70ea4133c89577a0c9e1,12,7307,51278.338724712376,
20231110_134408_jpg.rf.6bace600d33f70ea4133c89577a0c9e1,20,39895,259736.0755295809,
20231110_134503_jpg.rf.4f0847abf3a66efc097a4a3eaa31bb3f,12,13166,100669.3001746787,
20231110_134503_jpg.rf.4f0847abf3a66efc097a4a3eaa31bb3f,3,32796,249943.10255873486,
20231110_134503_jpg.rf.4f0847abf3a66efc097a4a3eaa31bb3f,20,38593,248720.28543950897,
20231113_124025_jpg.rf.ca342a5dd92c2aa415e6bef919bf3280,7,10564,63567.82281366563,
20231113_124025_jpg.rf.ca342a5dd92c2aa415e6bef919bf3280,0,35211,181101.48393360688,
20231113_124025_jpg.rf.ca342a5dd92c2aa415e6bef919bf3280,19,22736,149127.13955176287,
20231113_124025_jpg.rf.ca342a5dd92c2aa415e6bef919bf3280,3,32812,213276.29015044498,
20231113_124244_jpg.rf.b1280ee1cd35707cc33a707f68baffbf,3,28156,223066.2827636439,
20231113_124244_jpg.rf.b1280ee1cd35707cc33a707f68baffbf,0,35123,219342.1825294391,
20231113_124345_jpg.rf.605256335abdd4466ad5e8a08d9b958d,0,36008,189500.41038210524,
20231113_124345_jpg.rf.605256335abdd4466ad5e8a08d9b958d,7,13404,70795.76793723366,
20231113_124345_jpg.rf.605256335abdd4466ad5e8a08d9b958d,3,28691,202546.2824582706,
20231113_124441_jpg.rf.51731a8cc32fdd1dde5c2eb041b44ec3,0,33472,181201.65099414974,
20231113_124441_jpg.rf.51731a8cc32fdd1dde5c2eb041b44ec3,7,13059,67088.35200082319,
20231113_124441_jpg.rf.51731a8cc32fdd1dde5c2eb041b44ec3,19,20483,98215.6681405224,
20231113_124441_jpg.rf.51731a8cc32fdd1dde5c2eb041b44ec3,3,31858,232903.79957882853,
20231113_124622_jpg.rf.99d9be7b6f838f8e3ab4e4d2e762570d,0,35032,204948.16847048176,
20231113_124622_jpg.rf.99d9be7b6f838f8e3ab4e4d2e762570d,7,12651,67247.951938226,
20231113_124622_jpg.rf.99d9be7b6f838f8e3ab4e4d2e762570d,19,6797,35045.92118039048,
20231113_124622_jpg.rf.99d9be7b6f838f8e3ab4e4d2e762570d,19,14356,81343.79297904973,
20231113_124622_jpg.rf.99d9be7b6f838f8e3ab4e4d2e762570d,3,32211,220045.18696727193,
20231113_131623_jpg.rf.35966708e42391eb3722e36f52729945,17,27165,819404.2215329814,
20231113_135217_jpg.rf.02e75d2a0f0ace5c329335453b0a39a3,17,6271,26344.336013348555,
20231113_135217_jpg.rf.02e75d2a0f0ace5c329335453b0a39a3,17,13501,72165.34919144872,
20231114_122619_jpg.rf.cf726ecb6cc406d564a9ae0129abc446,2,11638,161935.75534729182,
20231114_122619_jpg.rf.cf726ecb6cc406d564a9ae0129abc446,12,24802,352713.1611973176,
20231114_122627_jpg.rf.7e3612328721ad49a5bde9983722b2f7,2,11628,0.0,
20231114_122627_jpg.rf.7e3612328721ad49a5bde9983722b2f7,12,29072,0.0,
20231114_122632_jpg.rf.e786fe9a22b8c912347d1f7867d4b5bd,2,10331,153043.16884577766,
20231114_122632_jpg.rf.e786fe9a22b8c912347d1f7867d4b5bd,12,30882,374139.6853347317,
20231114_123331_jpg.rf.ee4ea0a621c0abd137bb04c30acf22a7,16,22206,128466.06471609705,
20231114_123331_jpg.rf.ee4ea0a621c0abd137bb04c30acf22a7,3,42141,301868.9932519014,
20231114_123331_jpg.rf.ee4ea0a621c0abd137bb04c30acf22a7,7,21838,117240.39683365374,
20231114_123547_jpg.rf.919d4ee73a983fa4ad0d4d7a63109c66,16,20171,115563.53314968974,
20231114_123547_jpg.rf.919d4ee73a983fa4ad0d4d7a63109c66,7,23151,121953.87225213047,
20231114_123547_jpg.rf.919d4ee73a983fa4ad0d4d7a63109c66,3,42684,281489.20203079877,
20231114_124050_jpg.rf.84aaedbab161ca1aba93a67fc276a479,7,26648,84295.05440786945,
20231114_124050_jpg.rf.84aaedbab161ca1aba93a67fc276a479,16,18418,68514.5001376739,
20231114_124050_jpg.rf.84aaedbab161ca1aba93a67fc276a479,3,41802,216095.8526026125,
20231114_124330_jpg.rf.5ec1f73037448e49e4dbdfd08d9bb12d,16,24202,105424.83323088044,
20231114_124330_jpg.rf.5ec1f73037448e49e4dbdfd08d9bb12d,7,27875,107392.77465687206,
20231114_124330_jpg.rf.5ec1f73037448e49e4dbdfd08d9bb12d,3,40397,195660.64695082197,
20231114_124425_jpg.rf.b5b3b8cad56d5f3cd870c6743cad9549,16,20631,95687.19278763044,
20231114_124425_jpg.rf.b5b3b8cad56d5f3cd870c6743cad9549,3,36872,194489.68807155525,
20231114_124425_jpg.rf.b5b3b8cad56d5f3cd870c6743cad9549,7,16820,65149.10319989723,
20231114_124425_jpg.rf.b5b3b8cad56d5f3cd870c6743cad9549,7,7616,25364.711879183633,
20231114_124913_jpg.rf.d5aa6690177bc05bee5eb40f802cd6c5,12,9846,163165.14448620446,
20231114_124913_jpg.rf.d5aa6690177bc05bee5eb40f802cd6c5,2,10701,182893.64380089293,
20231114_124913_jpg.rf.d5aa6690177bc05bee5eb40f802cd6c5,5,22386,357875.1215916436,
20231114_125141_jpg.rf.d61794300b184bffe718296b314958cd,2,8928,3510.283120194995,
20231114_125141_jpg.rf.d61794300b184bffe718296b314958cd,12,10714,7953.349169393761,
20231114_125141_jpg.rf.d61794300b184bffe718296b314958cd,5,17753,82.52794412678759,
20231114_125357_jpg.rf.c5f26281b3aa6247ba8adba32de79b58,5,22814,275249.6450024432,
20231114_125357_jpg.rf.c5f26281b3aa6247ba8adba32de79b58,12,11307,141875.08568701672,
20231114_125357_jpg.rf.c5f26281b3aa6247ba8adba32de79b58,2,10590,128661.33065041664,
20231114_125917_jpg.rf.7c469eac02653d968e89580934b0b501,16,12905,39760.43213185706,
20231114_125917_jpg.rf.7c469eac02653d968e89580934b0b501,7,16065,46279.94499905098,
20231114_125917_jpg.rf.7c469eac02653d968e89580934b0b501,3,30889,128785.11742099248,
20231114_130059_jpg.rf.56608ce89bbd3a8f6dd6fedd952aea15,7,9283,25152.181468940664,
20231114_130059_jpg.rf.56608ce89bbd3a8f6dd6fedd952aea15,7,7636,25401.653442812414,
20231114_130059_jpg.rf.56608ce89bbd3a8f6dd6fedd952aea15,3,28185,135410.81201495355,
20231114_130215_jpg.rf.e8f488d7ecec32b722acc19bd597dc5a,16,10255,43874.33851905375,
20231114_130215_jpg.rf.e8f488d7ecec32b722acc19bd597dc5a,7,16990,67578.91111624538,
20231114_130215_jpg.rf.e8f488d7ecec32b722acc19bd597dc5a,3,28153,144967.72568352523,
20231114_130336_jpg.rf.60ee52ed1957e0c42965f7f0bf1e0f6a,16,13804,56283.25503270646,
20231114_130336_jpg.rf.60ee52ed1957e0c42965f7f0bf1e0f6a,3,31366,127637.18876502609,
20231114_130527_jpg.rf.82377c3e92c3b982e6bb4cc71b2f6658,16,13947,63634.916855479925,
20231114_130527_jpg.rf.82377c3e92c3b982e6bb4cc71b2f6658,7,20260,62182.770352579624,
20231116_174857_jpg.rf.8edfbc3824c99cbbf5a2ba8336887363,12,15313,91105.23220628104,
20231116_174857_jpg.rf.8edfbc3824c99cbbf5a2ba8336887363,2,7682,57021.42018430081,
20231116_174857_jpg.rf.8edfbc3824c99cbbf5a2ba8336887363,2,9130,62922.6630969796,
20231116_174857_jpg.rf.8edfbc3824c99cbbf5a2ba8336887363,11,33898,201014.4555236942,
20231116_175059_jpg.rf.35d6995a37a2ab4e8710c3c016543715,2,15379,100658.05500339576,
20231116_175059_jpg.rf.35d6995a37a2ab4e8710c3c016543715,12,20025,112623.66642259125,
20231116_175059_jpg.rf.35d6995a37a2ab4e8710c3c016543715,11,41572,250474.1959823743,
20231116_175235_jpg.rf.ba605377ebad422e2387d8832f77f31e,11,37093,349605.22274736286,
20231116_175235_jpg.rf.ba605377ebad422e2387d8832f77f31e,12,24716,193440.58036628415,
20231116_175908_jpg.rf.d33e19ed306d19359624b09edd6c739e,0,26343,129193.20598804425,
20231116_175908_jpg.rf.d33e19ed306d19359624b09edd6c739e,3,35956,196296.37855979634,
20231116_180121_jpg.rf.909ff02ac3b35b27e9a6834d092ab5cf,0,28531,137487.19232750573,
20231116_180121_jpg.rf.909ff02ac3b35b27e9a6834d092ab5cf,3,38680,207423.9234040611,
20231116_180245_jpg.rf.cac02c18b5d348bf1f947cfee9834da4,0,31745,168775.6547791888,
20231116_180245_jpg.rf.cac02c18b5d348bf1f947cfee9834da4,18,13224,93619.17431373987,
20231116_180245_jpg.rf.cac02c18b5d348bf1f947cfee9834da4,3,46818,239340.71242376466,
20231116_180415_jpg.rf.c5a067402a480a0ae0db7bdcecb10bb9,18,12558,86476.63536467032,
20231116_180415_jpg.rf.c5a067402a480a0ae0db7bdcecb10bb9,0,30314,184430.66980658597,
20231116_180510_jpg.rf.dbc37d73309b332fa5f4f164efad6283,0,31681,140459.43651202318,
20231116_180510_jpg.rf.dbc37d73309b332fa5f4f164efad6283,18,12646,64963.6229951889,
20231116_180510_jpg.rf.dbc37d73309b332fa5f4f164efad6283,9,28541,116905.89913965802,
20231116_180554_jpg.rf.7a96adfaa0ee12817ad6c355d4a1e122,0,31056,162497.02318962055,
20231116_181940_jpg.rf.134c6486c392fa7b25bbb703e997a688,11,46908,241225.63001586005,
20231116_181940_jpg.rf.134c6486c392fa7b25bbb703e997a688,12,11105,50892.65584419955,
20231116_181940_jpg.rf.134c6486c392fa7b25bbb703e997a688,2,11306,73260.38543714774,
20231116_182008_jpg.rf.a5421530bf6a0c5ab2fbd8544c84f1ae,2,13453,76668.74556455824,
20231116_182008_jpg.rf.a5421530bf6a0c5ab2fbd8544c84f1ae,12,12094,80661.67546768315,
20231116_182008_jpg.rf.a5421530bf6a0c5ab2fbd8544c84f1ae,11,40140,239461.71200367226,
20231116_182757_jpg.rf.d3e72dca4d3a7185ae05762444bd213c,3,16134,79658.82696415801,
