image_name,object_id,x_center,y_center,width,height,image_area,area,mass
20231103_123346,1.0,0.64296875,0.20703125,0.27109375,0.29453125,20576,2046.1506582514603,
20231103_123355,2.0,0.79765625,0.92890625,0.140625,0.1359375,5969,530.929158456675,
20231103_123355,11.0,0.27890625,0.26484375,0.18046875,0.16875,9472,842.5131494222862,
20231103_123355,4.0,0.52578125,0.1515625,0.290625,0.259375,17804,1583.6258564521097,
20231103_123355,1.0,0.325,0.55625,0.3453125,0.38203125,31120,2768.054181801261,
20231103_123355,7.0,0.6953125,0.4453125,0.43828125,0.315625,37255,3313.7486678343826,
20231103_123444,2.0,0.23515625,0.92109375,0.09296875,0.0890625,2806,530.929158456675,
20231103_123444,0.0,0.37578125,0.19609375,0.37890625,0.30625,23976,4536.549359642638,
20231103_123444,7.0,0.2296875,0.48125,0.403125,0.340625,37981,7186.464849373833,
20231103_123444,1.0,0.6921875,0.2703125,0.25625,0.31875,22531,4263.137872126638,
20231103_123444,11.0,0.7484375,0.56796875,0.18046875,0.18671875,10259,1941.126955312555,
20231103_123444,4.0,0.5109375,0.74921875,0.32109375,0.290625,23628,4470.703548116293,
20231103_123456,2.0,0.0796875,0.915625,0.12578125,0.13203125,5491,530.929158456675,
20231103_123456,4.0,0.55859375,0.715625,0.37734375,0.3171875,30035,2904.108044845426,
20231103_123456,11.0,0.76796875,0.47734375,0.1703125,0.196875,11094,1072.687686016819,
20231103_123456,1.0,0.63125,0.2578125,0.27109375,0.26484375,18319,1771.2786839861283,
20231103_123456,0.0,0.32265625,0.2125,0.37734375,0.27265625,22357,2161.716116484408,
20231103_123456,7.0,0.2078125,0.49140625,0.41484375,0.32734375,40483,3914.333476926166,
20231103_123506,11.0,0.23125,0.3046875,0.18203125,0.1734375,10174,951.8366974692884,
20231103_123506,1.0,0.24296875,0.5875,0.29453125,0.37890625,29425,2752.879381072716,
20231103_123506,0.0,0.6125,0.65625,0.4484375,0.3140625,32839,3072.278878336344,
20231103_123506,4.0,0.475,0.1640625,0.29296875,0.27421875,18864,1764.8365894496421,
20231103_123506,7.0,0.76875,0.3703125,0.43984375,0.340625,39146,3662.3353016643173,
20231103_123506,2.0,0.76953125,0.928125,0.13046875,0.1375,5675,530.929158456675,
20231103_123546,7.0,0.23125,0.54609375,0.38984375,0.33203125,36531,7570.403234809054,
20231103_123546,0.0,0.39765625,0.25546875,0.35546875,0.29921875,22774,4719.508452260858,
20231103_123546,2.0,0.265625,0.05546875,0.09453125,0.0875,2562,530.929158456675,
20231103_123546,9.0,0.71328125,0.29296875,0.30234375,0.27421875,20260,4198.526444313909,
20231103_123546,11.0,0.73984375,0.615625,0.18359375,0.18359375,9992,2070.6651644414897,
20231103_123546,4.0,0.51171875,0.8,0.315625,0.29765625,23119,4791.00359654952,
20231103_123552,2.0,0.71796875,0.91796875,0.12578125,0.12890625,5188,530.929158456675,
20231103_123552,11.0,0.26171875,0.27421875,0.1734375,0.165625,8801,900.6760839585961,
20231103_123552,9.0,0.20390625,0.5640625,0.30625,0.290625,20648,2113.0734895554024,
20231103_123552,4.0,0.49453125,0.14609375,0.28125,0.26328125,16600,1698.8095663802633,
20231103_123552,0.0,0.559375,0.60078125,0.38828125,0.29609375,27397,2803.752150007233,
20231103_123552,7.0,0.7609375,0.340625,0.41015625,0.3171875,33943,3473.6562115448965,
20231103_124647,11.0,0.5484375,0.2,0.146875,0.175,7653,1473.7761514939914,
20231103_124647,9.0,0.32421875,0.3359375,0.2875,0.27421875,15799,3042.4917571479905,
20231103_124647,0.0,0.3359375,0.65078125,0.18828125,0.29609375,12268,2362.5095814096803,
20231103_124647,2.0,0.08828125,0.8265625,0.0875,0.09609375,2757,530.929158456675,
20231103_124647,4.0,0.76875,0.38984375,0.29453125,0.2578125,20184,3886.932946786191,
20231103_124647,7.0,0.6078125,0.71328125,0.30234375,0.2328125,17282,3328.0804194589255,
20231103_124709,2.0,0.0703125,0.71953125,0.13046875,0.12578125,5422,530.929158456675,
20231103_124709,9.0,0.4453125,0.2890625,0.27578125,0.26796875,16365,1602.4816816937455,
20231103_124709,11.0,0.66171875,0.2125,0.165625,0.16015625,7407,725.3028913110645,
20231103_124709,4.0,0.79921875,0.42421875,0.2328125,0.2234375,13962,1367.1768554725372,
20231103_124709,0.0,0.453125,0.63515625,0.23125,0.3140625,16155,1581.918213734339,
20231103_124709,7.0,0.6609375,0.72109375,0.26640625,0.24140625,14836,1452.7600506940669,
20231103_124723,0.0,0.33828125,0.22578125,0.2828125,0.18046875,10661,1275.9774026840876,
20231103_124723,9.0,0.6140625,0.228125,0.253125,0.24140625,12255,1466.7576277922797,
20231103_124723,11.0,0.790625,0.3984375,0.15859375,0.12265625,6229,745.5269900871571,
20231103_124723,4.0,0.6453125,0.61953125,0.309375,0.27578125,20011,2395.045849836908,
20231103_124723,7.0,0.2828125,0.48203125,0.23828125,0.29921875,17677,2115.6976406759795,
20231103_124723,2.0,0.290625,0.90390625,0.115625,0.1203125,4436,530.929158456675,
20231103_124828,1.0,0.4859375,0.16640625,0.2578125,0.26328125,14522,1565.5133480422,
20231103_124828,12.0,0.209375,0.32109375,0.1734375,0.225,7667,826.5246411953965,
20231103_124828,9.0,0.2890625,0.5125,0.26796875,0.26484375,15337,1653.3726910152336,
20231103_124828,0.0,0.61875,0.5015625,0.30078125,0.21640625,14665,1580.9291591405358,
20231103_124828,7.0,0.7015625,0.3015625,0.2328125,0.25625,14189,1529.614990729292,
20231103_124828,2.0,0.728125,0.8984375,0.1203125,0.12421875,4925,530.929158456675,
20231103_124838,0.0,0.353125,0.2328125,0.29921875,0.1953125,11811,1352.049221761921,
20231103_124838,9.0,0.63984375,0.23984375,0.2578125,0.2609375,13936,1595.305897423938,
20231103_124838,7.0,0.29296875,0.51171875,0.2546875,0.31875,19947,2283.4074867907066,
20231103_124838,1.0,0.6203125,0.66875,0.27109375,0.31875,21694,2483.3930926173152,
20231103_124838,12.0,0.7875,0.4109375,0.1375,0.21328125,7764,888.7740375717174,
20231103_124838,2.0,0.23828125,0.921875,0.11875,0.12734375,4638,530.929158456675,
20231103_124914,2.0,0.06640625,0.2,0.09296875,0.09609375,2912,530.929158456675,
20231103_124914,7.0,0.43984375,0.26796875,0.3171875,0.23828125,17626,3213.652935081509,
20231103_124914,12.0,0.33984375,0.584375,0.21328125,0.1734375,9304,1696.3478332008601,
20231103_124914,1.0,0.69296875,0.54453125,0.23125,0.2265625,14846,2706.7906203460843,
20231103_124919,7.0,0.31875,0.2828125,0.26484375,0.228125,14660,1770.1663550090645,
20231103_124919,12.0,0.2125,0.58828125,0.2,0.165625,7033,849.2210078293828,
20231103_124919,1.0,0.58125,0.55234375,0.30625,0.26484375,20917,2525.68687910809,
20231103_124919,2.0,0.903125,0.20234375,0.11875,0.1140625,4397,530.929158456675,
20231103_124928,2.0,0.07109375,0.21640625,0.11875,0.115625,4327,530.929158456675,
20231103_124928,12.0,0.43203125,0.6046875,0.2,0.1640625,8946,1097.6871392543135,
20231103_124928,1.0,0.7421875,0.50625,0.23125,0.2578125,13716,1682.9730384542997,
20231103_124928,7.0,0.49453125,0.27890625,0.29453125,0.23671875,16973,2082.611649291691,
20231103_124957,2.0,0.1015625,0.21171875,0.0875,0.09296875,2796,530.929158456675,
20231103_124957,7.0,0.4625,0.27421875,0.29296875,0.228125,16545,3141.710631854681,
20231103_124957,9.0,0.30859375,0.571875,0.2890625,0.1984375,16206,3077.3383197242047,
20231103_124957,1.0,0.7375,0.55390625,0.30078125,0.24140625,18380,3490.1566281951673,
20231103_125004,1.0,0.53125,0.23984375,0.2328125,0.26484375,14173,1760.6127662158297,
20231103_125004,7.0,0.2703125,0.5,0.2296875,0.29609375,16955,2106.201188964185,
20231103_125004,9.0,0.60625,0.625,0.2328125,0.29765625,17989,2234.6477846226317,
20231103_125004,2.0,0.2046875,0.9203125,0.109375,0.1203125,4274,530.929158456675,
20231103_125015,9.0,0.4375,0.18671875,0.19375,0.2546875,13045,1501.0773454848995,
20231103_125015,1.0,0.4,0.6109375,0.27109375,0.3421875,23969,2758.092977687049,
20231103_125015,7.0,0.73671875,0.33984375,0.24609375,0.2890625,16464,1894.498843699761,
20231103_125015,2.0,0.87734375,0.91875,0.1171875,0.1203125,4614,530.929158456675,
20231103_125103,7.0,0.38671875,0.26171875,0.30078125,0.2296875,16899,3117.5023796940072,
20231103_125103,12.0,0.2234375,0.64375,0.2015625,0.1765625,9685,1786.6743918182412,
20231103_125103,2.0,0.92578125,0.17890625,0.09296875,0.09609375,2878,530.929158456675,
20231103_125103,11.0,0.63046875,0.6734375,0.1375,0.15703125,6815,1257.2210614601252,
20231103_125108,11.0,0.45703125,0.71640625,0.1640625,0.18359375,9570,1005.7387265301624,
20231103_125108,12.0,0.140625,0.6125,0.18515625,0.1734375,7741,813.5238748244501,
20231103_125108,7.0,0.3,0.253125,0.25,0.23515625,14606,1534.9863991326595,
20231103_125108,2.0,0.8890625,0.14609375,0.12421875,0.1203125,5052,530.929158456675,
20231103_125116,7.0,0.25703125,0.4703125,0.25,0.30625,18461,1972.923348282745,
20231103_125116,11.0,0.63359375,0.20703125,0.1484375,0.13203125,5495,587.2495422140559,
20231103_125116,12.0,0.7015625,0.57734375,0.203125,0.18828125,9794,1046.6828055403937,
20231103_125116,2.0,0.20546875,0.89921875,0.1171875,0.12578125,4968,530.929158456675,
IMG_20231129_123656,2.0,0.17265625,0.06953125,0.08828125,0.08515625,2413,530.929158456675,
IMG_20231129_123656,7.0,0.53046875,0.21328125,0.3984375,0.346875,37691,8293.100253373617,
IMG_20231129_123656,1.0,0.40703125,0.6375,0.38984375,0.3484375,38262,8418.736618677705,
IMG_20231129_123656,11.0,0.7140625,0.4625,0.2046875,0.19140625,11443,2517.787965279624,
IMG_20231129_123732,2.0,0.16484375,0.071875,0.09296875,0.08984375,2550,530.929158456675,
IMG_20231129_123732,7.0,0.47109375,0.2796875,0.4046875,0.3234375,37935,7898.352010217242,
IMG_20231129_123732,1.0,0.390625,0.65078125,0.39140625,0.378125,42396,8827.165726246743,
IMG_20231129_123732,11.0,0.75703125,0.5296875,0.16640625,0.2265625,11673,2430.4063006528504,
IMG_20231129_123808,7.0,0.465625,0.24296875,0.328125,0.41015625,38504,7731.806473984802,
IMG_20231129_123808,1.0,0.37265625,0.6328125,0.421875,0.371875,41017,8236.430140853798,
IMG_20231129_123808,11.0,0.7328125,0.53515625,0.16171875,0.2296875,11615,2332.3533190144785,
IMG_20231129_123808,2.0,0.1375,0.88046875,0.08828125,0.09140625,2644,530.929158456675,
IMG_8709,2.0,0.0953125,0.15625,0.10390625,0.1078125,3588,530.929158456675,
IMG_8709,1.0,0.428125,0.346875,0.515625,0.3671875,55047,8145.500943579875,
IMG_8709,10.0,0.3046875,0.75546875,0.49140625,0.35703125,42999,6362.715408160137,
IMG_8709,8.0,0.81171875,0.54609375,0.35078125,0.2828125,19808,2931.060415470964,
IMG_8709,8.0,0.7984375,0.7765625,0.38359375,0.1703125,18847,2788.857817567713,
IMG_8711,8.0,0.1984375,0.3,0.38671875,0.21328125,21461,,
IMG_8711,10.0,0.68125,0.2453125,0.459375,0.4515625,43634,,
IMG_8711,1.0,0.43984375,0.65625,0.45625,0.5125,54764,,
IMG_8712,1.0,0.39921875,0.3546875,0.4515625,0.36171875,42797,7989.513078224445,
IMG_8712,8.0,0.7484375,0.26953125,0.12734375,0.35390625,14535,2713.451237049146,
IMG_8712,2.0,0.09609375,0.7265625,0.09296875,0.09765625,2844,530.929158456675,
IMG_8712,10.0,0.65703125,0.70703125,0.43125,0.365625,35886,6699.340288458594,
